Direction,District,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,Type,Year
南,四方坪,24,如果爱,104103735281,2室2厅,75,罗湖区,精装,84.0,板塔结合,2008
南北,烈士公园,7,制药厂宿舍,104103755222,2室2厅,53.8,罗湖区,精装,69.0,板楼,2000
南,赤岗冲,9,怡景民居,104104089738,3室2厅,88,罗湖区,精装,118.0,板塔结合,2002
南,汽车南站,20,世纪桃花苑之苹果印象,104104166958,1室1厅,41,罗湖区,精装,46.0,塔楼,2014
南,尚东,31,锦湘国际星城三期,104104175134,2室1厅,89.8,罗湖区,精装,94.0,板塔结合,2009
南北,武广新城,6,三江花中城,104104228472,3室2厅,110,罗湖区,精装,90.0,板楼,2008
南北,左家塘,8,双银花园,104104437203,3室1厅,91.8,罗湖区,精装,97.0,板楼,2004
南北,东塘,19,活力康城,104104327747,2室1厅,105,罗湖区,精装,77.0,板楼,2006
南,铁道学院,11,天鸿天府,104104500574,3室2厅,116.8,罗湖区,简装,127.0,板楼,2009
南北,武广新城,18,中隆国际御玺,104103623332,4室2厅,302,罗湖区,毛坯,207.0,板楼,2009
南北,商学院,18,馨香雅苑,104102751798,2室2厅,95,罗湖区,简装,91.0,板楼,2015
南,省政府,11,绿地公馆,104104131261,1室1厅,50.8,罗湖区,精装,49.0,板塔结合,2013
南北,芙蓉区政府,8,新世纪家园,104101708736,4室2厅,125,罗湖区,精装,148.0,板楼,2002
南北,高桥,18,西子花苑,104102271109,3室2厅,155,罗湖区,精装,141.0,板楼,2007
南北,金星北,17,玛丽的花园,104102955023,3室2厅,82,罗湖区,精装,89.0,塔楼,2012
南,雨花亭,32,云鼎公馆,104103237592,3室2厅,95,罗湖区,精装,86.0,板塔结合,2012
南,高桥,7,中江锦城,104103505676,3室2厅,99.5,罗湖区,精装,125.0,板楼,2003
南,省政府,16,保利花园三期,104103590359,2室1厅,85.8,罗湖区,简装,84.0,板楼,2011
南,武广新城,7,绿城桂花城,104103620993,5室2厅,335,罗湖区,精装,256.0,板塔结合,2007
南,武广新城,11,茂华国际湘,104103645729,5室2厅,178,罗湖区,精装,160.0,板楼,2013
南,武广新城,33,江河双水湾,104103654404,3室2厅,125,罗湖区,精装,107.0,板塔结合,2011
南,金星北,24,南山苏迪亚诺,104103695575,3室2厅,73.8,罗湖区,精装,89.0,板塔结合,2008
南,晚报,7,检察院住宅区,104103704716,3室2厅,102,罗湖区,简装,99.0,板楼,1999
南,汽车东站,30,辉煌国际城,104103754563,2室2厅,89,罗湖区,毛坯,83.0,板塔结合,2015
南,梅溪湖北岸,34,旭辉御府,104103759496,3室2厅,158.8,罗湖区,精装,118.0,塔楼,2015
东南,麓谷西,11,保利麓谷林语蔷薇谷,104103816938,3室2厅,100,罗湖区,精装,91.0,板塔结合,2013
南,含浦,30,云栖谷,104103860668,2室2厅,73,罗湖区,其他,77.0,板楼,2014
南北,浏城桥,18,维一星城,104103869273,4室2厅,238,罗湖区,精装,149.0,板塔结合,1999
东南,晚报,6,芙蓉苑丙区,104103935677,3室2厅,98.8,罗湖区,精装,116.0,板楼,2006
南,金星北,33,润和紫郡,104103968870,3室2厅,88,罗湖区,精装,92.0,塔楼,2013
南,汽车南站,7,鄱阳小区,104103971667,3室2厅,66,罗湖区,毛坯,91.0,板楼,2006
南,晚报,31,上东辛顿公寓,104103979666,4室2厅,150,罗湖区,精装,139.0,板塔结合,2009
东南,泉塘,33,佳美紫郡,104104007580,3室2厅,84,罗湖区,精装,89.0,板塔结合,2013
南北,新开铺,29,童话里,104104009361,3室1厅,104,罗湖区,精装,90.0,板塔结合,2008
南,韶山南路,18,上海城,104104059225,3室2厅,102,罗湖区,简装,88.0,塔楼,2010
北,高桥,23,上河国际F区,104104129783,1室0厅,41.8,罗湖区,精装,52.0,塔楼,2007
南,武广新城,18,茂华禧都会,104104262038,2室1厅,116,罗湖区,精装,86.0,板塔结合,2014
南,雷锋大道,6,静园山庄,104104288150,3室2厅,92,罗湖区,毛坯,151.0,板楼,2000
南北,市政府,27,新兴北京御园,104104337764,3室2厅,182,罗湖区,精装,142.0,板塔结合,2010
南北,湘江世纪城,33,世纪城鸿江苑,104104350721,3室1厅,128,罗湖区,简装,103.0,板楼,2008
南,左家塘,8,双银花园,104102907826,2室2厅,60,罗湖区,简装,71.0,板楼,2004
南,火车站,32,凯通国际城,104103041292,2室1厅,72,罗湖区,简装,62.0,板楼,2013
东南东北,韶山南路,28,华翼府,104103234861,3室2厅,80,罗湖区,精装,91.0,板塔结合,2008
南,德政园,32,华城广场,104103393109,2室2厅,103,罗湖区,毛坯,94.0,板塔结合,2013
南,武广新城,33,江河东澜湾,104103615459,3室2厅,115,罗湖区,毛坯,96.0,板塔结合,2015
南北,湘江世纪城,33,世纪城瑞江苑,104103636866,2室2厅,98,罗湖区,简装,89.0,塔楼,2010
南,赤岗冲,22,名都花园,104103637393,2室2厅,93,罗湖区,精装,83.0,板塔结合,2009
南,武广新城,24,星城映象,104103662414,3室2厅,117.8,罗湖区,简装,115.0,板塔结合,2010
南,湘江世纪城,25,世纪城悦江苑,104103758022,2室2厅,105,罗湖区,简装,86.0,塔楼,2010
南,雨花亭,7,化工医药设计院宿舍,104103776093,2室1厅,53.8,罗湖区,精装,58.0,板楼,2009
南,桂花村,21,融圣国际,104103839415,2室1厅,68.8,罗湖区,精装,49.0,塔楼,2009
南,武广新城,11,茂华国际湘,104103876594,3室2厅,153,罗湖区,精装,134.0,板楼,2013
南,湘江世纪城,25,世纪城悦江苑,104103902156,2室2厅,105,罗湖区,简装,88.0,塔楼,2010
南北,汽车南站,7,鄱阳小区,104103924590,3室2厅,70,罗湖区,精装,90.0,板楼,2007
南,市政府,18,卓越蔚蓝海岸二期,104104071563,2室2厅,99,罗湖区,简装,86.0,板楼,2009
北,铁道学院,21,他城时代公寓,104104071845,2室1厅,38,罗湖区,精装,40.0,板塔结合,2007
南,韶山南路,5,省林机厂宿舍南院,104104123100,2室2厅,62,罗湖区,精装,83.0,板楼,2001
南,韶山南路,22,汇城上筑,104103712164,3室2厅,118,罗湖区,精装,138.0,板塔结合,2010
西南,福元西路,34,万科城,104103726435,3室1厅,119,罗湖区,精装,87.0,板塔结合,2014
南,新开铺,31,童话里,104103882531,3室2厅,105,罗湖区,精装,85.0,板塔结合,2008
南,开元路,34,华润凤凰城二期,104103898158,2室2厅,88.8,罗湖区,精装,84.0,板塔结合,2014
南北,喜盈门,33,香樟鑫都,104104171113,3室2厅,145,罗湖区,精装,122.0,板塔结合,2014
南北,湘江世纪城,33,世纪城鸿江苑,104104237440,3室1厅,127,罗湖区,精装,103.0,板楼,2008
南,河西大学城,12,曙光泊岸,104104245339,2室1厅,125,罗湖区,精装,91.0,板塔结合,2011
南,广电,18,月湖兰庭,104104427001,3室1厅,102,罗湖区,精装,96.0,板塔结合,2009
南,开元路,33,凤凰城紫云府,104104430775,2室1厅,82,罗湖区,毛坯,82.0,板楼,2014
南,麓谷西,18,保利麓谷林语B区,104102922126,3室2厅,107,罗湖区,精装,94.0,板塔结合,2013
南,雨花亭,33,都市兰亭汇峰苑,104103450643,1室1厅,28,罗湖区,精装,34.0,塔楼,2013
南,韶山南路,33,湘水和天下,104104299668,1室0厅,41,罗湖区,精装,54.0,塔楼,2008
南,武广新城,24,茂华国际湘,104104386997,2室1厅,77,罗湖区,精装,62.0,板塔结合,2013
南,金星中路,28,佳兴国际汇,104104397539,1室1厅,40,罗湖区,精装,40.0,板塔结合,2012
南,观沙岭,33,钰龙天下,104104298467,2室1厅,185,罗湖区,精装,74.0,板塔结合,2012
南,新开铺,33,和庄,104104339208,3室1厅,81.8,罗湖区,精装,80.0,塔楼,2008
南,省政府,21,湘水熙园,104104382082,2室2厅,92,罗湖区,精装,74.0,塔楼,2012
南,省政府,17,钱隆学府,104104386288,2室1厅,64,罗湖区,精装,61.0,板塔结合,2012
北,高桥,22,西子一间,104101925877,1室1厅,44,罗湖区,精装,47.0,塔楼,2011
东北,左家塘,30,东方新世界,104103245954,1室0厅,37.5,罗湖区,精装,39.0,塔楼,2005
南,武广新城,18,星城映象,104104093681,1室0厅,39,罗湖区,简装,45.0,板塔结合,2010
南,含浦,17,云栖谷,104103938561,4室2厅,153,罗湖区,简装,161.0,板塔结合,2014
南,德思勤,14,升远君尚嘉筑,104103958442,5室2厅,210,罗湖区,简装,184.0,板楼,2009
南,泉塘,32,爵士湘,104103964802,3室2厅,100,罗湖区,精装,122.0,板塔结合,2011
南,泉塘,19,博雅湘水湾,104103976997,3室2厅,100,罗湖区,精装,125.0,板楼,2011
南北,河西人人乐,15,时代天骄,104103983137,4室1厅,150,罗湖区,精装,167.0,板塔结合,2004
南,汽车西站,32,达美D6区,104104006807,5室2厅,220,罗湖区,毛坯,146.0,板塔结合,2013
南,含浦,6,锑都家园,104104024456,3室2厅,95,罗湖区,毛坯,131.0,板楼,2006
南,泉塘,6,星城国际,104104045124,4室2厅,110,罗湖区,精装,148.0,板楼,2007
东南,汽车东站,18,嘉盛和园,104104047012,5室2厅,206,罗湖区,毛坯,238.0,板楼,2006
南北,雷锋大道,4,天麓,104104051637,4室3厅,445,罗湖区,毛坯,229.0,板楼,2014
南,广电,4,藏珑湖上国际花园,104104054524,4室3厅,460,罗湖区,精装,187.0,板楼,2009
南,金星北,28,勤诚达新界,104104055698,4室2厅,170,罗湖区,毛坯,183.0,板楼,2014
东北,阳光100,16,阳光100国际新城一期,104104067651,3室2厅,150,罗湖区,精装,148.0,板塔结合,2009
北南,汽车南站,15,天和家园,104104068087,4室2厅,168,罗湖区,简装,164.0,板楼,2005
东南,书院路,47,保利国际广场,104104073807,4室2厅,676,罗湖区,毛坯,253.0,塔楼,2014
南,书院路,15,明媚星城,104104125231,4室2厅,270,罗湖区,毛坯,206.0,板塔结合,2005
南,含浦,18,云栖谷,104104128602,4室2厅,118,罗湖区,毛坯,124.0,板楼,2014
南北,德政园,6,东方新城,104104129917,4室2厅,98,罗湖区,简装,121.0,板楼,2001
南,暮云,13,黑金时代广场,104104131943,5室2厅,159,罗湖区,毛坯,158.0,板塔结合,2013
东南,含浦,11,利海米兰春天,104104155895,4室2厅,165,罗湖区,精装,183.0,板塔结合,2016
南北,赤岗冲,30,菁华源,104104157384,4室2厅,158,罗湖区,毛坯,156.0,板塔结合,2008
南,含浦,17,云栖谷,104103938561,4室2厅,153,福田区,简装,161.0,板塔结合,2014
南,德思勤,14,升远君尚嘉筑,104103958442,5室2厅,210,福田区,简装,184.0,板楼,2009
南,泉塘,32,爵士湘,104103964802,3室2厅,100,福田区,精装,122.0,板塔结合,2011
南,泉塘,19,博雅湘水湾,104103976997,3室2厅,100,福田区,精装,125.0,板楼,2011
南北,河西人人乐,15,时代天骄,104103983137,4室1厅,150,福田区,精装,167.0,板塔结合,2004
南,汽车西站,32,达美D6区,104104006807,5室2厅,220,福田区,毛坯,146.0,板塔结合,2013
南,含浦,6,锑都家园,104104024456,3室2厅,95,福田区,毛坯,131.0,板楼,2006
南,泉塘,6,星城国际,104104045124,4室2厅,110,福田区,精装,148.0,板楼,2007
东南,汽车东站,18,嘉盛和园,104104047012,5室2厅,206,福田区,毛坯,238.0,板楼,2006
南北,雷锋大道,4,天麓,104104051637,4室3厅,445,福田区,毛坯,229.0,板楼,2014
南,广电,4,藏珑湖上国际花园,104104054524,4室3厅,460,福田区,精装,187.0,板楼,2009
南,金星北,28,勤诚达新界,104104055698,4室2厅,170,福田区,毛坯,183.0,板楼,2014
东北,阳光100,16,阳光100国际新城一期,104104067651,3室2厅,150,福田区,精装,148.0,板塔结合,2009
北南,汽车南站,15,天和家园,104104068087,4室2厅,168,福田区,简装,164.0,板楼,2005
东南,书院路,47,保利国际广场,104104073807,4室2厅,676,福田区,毛坯,253.0,塔楼,2014
南,书院路,15,明媚星城,104104125231,4室2厅,270,福田区,毛坯,206.0,板塔结合,2005
南,含浦,18,云栖谷,104104128602,4室2厅,118,福田区,毛坯,124.0,板楼,2014
南北,德政园,6,东方新城,104104129917,4室2厅,98,福田区,简装,121.0,板楼,2001
南,暮云,13,黑金时代广场,104104131943,5室2厅,159,福田区,毛坯,158.0,板塔结合,2013
东南,含浦,11,利海米兰春天,104104155895,4室2厅,165,福田区,精装,183.0,板塔结合,2016
南北,赤岗冲,30,菁华源,104104157384,4室2厅,158,福田区,毛坯,156.0,板塔结合,2008
南,含浦,17,云栖谷,104103938561,4室2厅,153,南山区,简装,161.0,板塔结合,2014
南,德思勤,14,升远君尚嘉筑,104103958442,5室2厅,210,南山区,简装,184.0,板楼,2009
南,泉塘,32,爵士湘,104103964802,3室2厅,100,南山区,精装,122.0,板塔结合,2011
南,泉塘,19,博雅湘水湾,104103976997,3室2厅,100,南山区,精装,125.0,板楼,2011
南北,河西人人乐,15,时代天骄,104103983137,4室1厅,150,南山区,精装,167.0,板塔结合,2004
南,汽车西站,32,达美D6区,104104006807,5室2厅,220,南山区,毛坯,146.0,板塔结合,2013
南,含浦,6,锑都家园,104104024456,3室2厅,95,南山区,毛坯,131.0,板楼,2006
南,泉塘,6,星城国际,104104045124,4室2厅,110,南山区,精装,148.0,板楼,2007
东南,汽车东站,18,嘉盛和园,104104047012,5室2厅,206,南山区,毛坯,238.0,板楼,2006
南北,雷锋大道,4,天麓,104104051637,4室3厅,445,南山区,毛坯,229.0,板楼,2014
南,广电,4,藏珑湖上国际花园,104104054524,4室3厅,460,南山区,精装,187.0,板楼,2009
南,金星北,28,勤诚达新界,104104055698,4室2厅,170,南山区,毛坯,183.0,板楼,2014
东北,阳光100,16,阳光100国际新城一期,104104067651,3室2厅,150,南山区,精装,148.0,板塔结合,2009
北南,汽车南站,15,天和家园,104104068087,4室2厅,168,南山区,简装,164.0,板楼,2005
东南,书院路,47,保利国际广场,104104073807,4室2厅,676,南山区,毛坯,253.0,塔楼,2014
南,书院路,15,明媚星城,104104125231,4室2厅,270,南山区,毛坯,206.0,板塔结合,2005
南,含浦,18,云栖谷,104104128602,4室2厅,118,南山区,毛坯,124.0,板楼,2014
南北,德政园,6,东方新城,104104129917,4室2厅,98,南山区,简装,121.0,板楼,2001
南,暮云,13,黑金时代广场,104104131943,5室2厅,159,南山区,毛坯,158.0,板塔结合,2013
东南,含浦,11,利海米兰春天,104104155895,4室2厅,165,南山区,精装,183.0,板塔结合,2016
南北,赤岗冲,30,菁华源,104104157384,4室2厅,158,南山区,毛坯,156.0,板塔结合,2008
南,含浦,17,云栖谷,104103938561,4室2厅,153,盐田区,简装,161.0,板塔结合,2014
南,德思勤,14,升远君尚嘉筑,104103958442,5室2厅,210,盐田区,简装,184.0,板楼,2009
南,泉塘,32,爵士湘,104103964802,3室2厅,100,盐田区,精装,122.0,板塔结合,2011
南,泉塘,19,博雅湘水湾,104103976997,3室2厅,100,盐田区,精装,125.0,板楼,2011
南北,河西人人乐,15,时代天骄,104103983137,4室1厅,150,盐田区,精装,167.0,板塔结合,2004
南,汽车西站,32,达美D6区,104104006807,5室2厅,220,盐田区,毛坯,146.0,板塔结合,2013
南,含浦,6,锑都家园,104104024456,3室2厅,95,盐田区,毛坯,131.0,板楼,2006
南,泉塘,6,星城国际,104104045124,4室2厅,110,盐田区,精装,148.0,板楼,2007
东南,汽车东站,18,嘉盛和园,104104047012,5室2厅,206,盐田区,毛坯,238.0,板楼,2006
南北,雷锋大道,4,天麓,104104051637,4室3厅,445,盐田区,毛坯,229.0,板楼,2014
南,广电,4,藏珑湖上国际花园,104104054524,4室3厅,460,盐田区,精装,187.0,板楼,2009
南,金星北,28,勤诚达新界,104104055698,4室2厅,170,盐田区,毛坯,183.0,板楼,2014
东北,阳光100,16,阳光100国际新城一期,104104067651,3室2厅,150,盐田区,精装,148.0,板塔结合,2009
北南,汽车南站,15,天和家园,104104068087,4室2厅,168,盐田区,简装,164.0,板楼,2005
东南,书院路,47,保利国际广场,104104073807,4室2厅,676,盐田区,毛坯,253.0,塔楼,2014
南,书院路,15,明媚星城,104104125231,4室2厅,270,盐田区,毛坯,206.0,板塔结合,2005
南,含浦,18,云栖谷,104104128602,4室2厅,118,盐田区,毛坯,124.0,板楼,2014
南北,德政园,6,东方新城,104104129917,4室2厅,98,盐田区,简装,121.0,板楼,2001
南,暮云,13,黑金时代广场,104104131943,5室2厅,159,盐田区,毛坯,158.0,板塔结合,2013
东南,含浦,11,利海米兰春天,104104155895,4室2厅,165,盐田区,精装,183.0,板塔结合,2016
南北,赤岗冲,30,菁华源,104104157384,4室2厅,158,盐田区,毛坯,156.0,板塔结合,2008
南,含浦,17,云栖谷,104103938561,4室2厅,153,龙岗区,简装,161.0,板塔结合,2014
南,德思勤,14,升远君尚嘉筑,104103958442,5室2厅,210,龙岗区,简装,184.0,板楼,2009
南,泉塘,32,爵士湘,104103964802,3室2厅,100,龙岗区,精装,122.0,板塔结合,2011
南,泉塘,19,博雅湘水湾,104103976997,3室2厅,100,龙岗区,精装,125.0,板楼,2011
南北,河西人人乐,15,时代天骄,104103983137,4室1厅,150,龙岗区,精装,167.0,板塔结合,2004
南,汽车西站,32,达美D6区,104104006807,5室2厅,220,龙岗区,毛坯,146.0,板塔结合,2013
南,含浦,6,锑都家园,104104024456,3室2厅,95,龙岗区,毛坯,131.0,板楼,2006
南,泉塘,6,星城国际,104104045124,4室2厅,110,龙岗区,精装,148.0,板楼,2007
东南,汽车东站,18,嘉盛和园,104104047012,5室2厅,206,龙岗区,毛坯,238.0,板楼,2006
南北,雷锋大道,4,天麓,104104051637,4室3厅,445,龙岗区,毛坯,229.0,板楼,2014
南,广电,4,藏珑湖上国际花园,104104054524,4室3厅,460,龙岗区,精装,187.0,板楼,2009
南,金星北,28,勤诚达新界,104104055698,4室2厅,170,龙岗区,毛坯,183.0,板楼,2014
东北,阳光100,16,阳光100国际新城一期,104104067651,3室2厅,150,龙岗区,精装,148.0,板塔结合,2009
北南,汽车南站,15,天和家园,104104068087,4室2厅,168,龙岗区,简装,164.0,板楼,2005
东南,书院路,47,保利国际广场,104104073807,4室2厅,676,龙岗区,毛坯,253.0,塔楼,2014
南,书院路,15,明媚星城,104104125231,4室2厅,270,龙岗区,毛坯,206.0,板塔结合,2005
南,含浦,18,云栖谷,104104128602,4室2厅,118,龙岗区,毛坯,124.0,板楼,2014
南北,德政园,6,东方新城,104104129917,4室2厅,98,龙岗区,简装,121.0,板楼,2001
南,暮云,13,黑金时代广场,104104131943,5室2厅,159,龙岗区,毛坯,158.0,板塔结合,2013
东南,含浦,11,利海米兰春天,104104155895,4室2厅,165,龙岗区,精装,183.0,板塔结合,2016
南北,赤岗冲,30,菁华源,104104157384,4室2厅,158,龙岗区,毛坯,156.0,板塔结合,2008
南,含浦,17,云栖谷,104103938561,4室2厅,153,龙华区,简装,161.0,板塔结合,2014
